http://www.rdatamining.com/docs,mktrf,smb,hml,rf,umd
20080822,0.0114,0.0043,0.0103,0.00006,-0.0184
20080825,-0.0192,-0.0012,-0.0052,0.00006,0.0097
20080826,0.0033,-0.002,0.0014,0.00006,0.0023
20080827,0.0088,0.0027,0.0029,0.00006,-0.0043
20080828,0.0151,0.0015,0.018,0.00006,-0.0203
20080829,-0.0125,0.0024,0.0063,0.00006,-0.0048
20080902,-0.0044,0.0031,0.0203,0.00007,-0.0231
20080903,-0.0023,0.0054,0.0166,0.00007,-0.0165
20080904,-0.029,0.002,-0.0047,0.00007,0.0127
20080905,0.0042,-0.0083,0.0158,0.00007,-0.0086
20080908,0.0176,-0.0056,0.022,0.00007,-0.021
20080909,-0.0341,0.0058,-0.0069,0.00007,0.0095
20080910,0.007,0.004,-0.0078,0.00007,0.0209
20080911,0.0122,-0.0094,0.0018,0.00007,0.0071
20080912,0.0029,-0.0017,-0.0021,0.00007,0.0109
20080915,-0.0445,0.0147,-0.0224,0.00007,0.0295
20080916,0.0165,0.0028,0.0196,0.00007,-0.0003
20080917,-0.046,0.006,-0.0213,0.00007,0.0187
20080918,0.0441,0.0108,0.0483,0.00007,-0.0451
20080919,0.0427,-0.0197,0.036,0.00007,-0.0362
20080922,-0.0393,0.0033,-0.0337,0.00007,0.0264
20080923,-0.0155,0.001,0.0015,0.00007,0.0029
20080924,-0.0032,-0.0105,-0.0076,0.00007,0.0105
20080925,0.017,-0.0116,0.0065,0.00007,-0.0044
20080926,0.0011,-0.009,0.0095,0.00007,-0.0043
20080929,-0.0826,0.0341,-0.0367,0.00007,0.0322
20080930,0.0488,-0.0367,0.0285,0.00007,-0.0267
20081001,-0.0047,-0.0082,0.0278,0.00004,-0.0178
20081002,-0.042,-0.0059,0.0063,0.00004,0.0102
20081003,-0.0147,-0.0083,-0.0124,0.00004,0.0191
20081006,-0.0395,-0.0005,0.0045,0.00004,0.0099
20081007,-0.0576,0.0107,-0.034,0.00004,0.031
20081008,-0.0127,-0.0021,-0.022,0.00004,0.014
20081009,-0.0736,-0.0024,-0.0254,0.00004,0.0209
20081010,-0.0095,0.0383,0.0301,0.00004,-0.0043
20081013,0.1135,-0.0242,-0.0236,0.00004,-0.0133
20081014,-0.0086,-0.0299,0.0443,0.00004,-0.0195
20081015,-0.0878,0.0024,0.0082,0.00004,0.0189
20081016,0.0432,0.0217,-0.0163,0.00004,0.0142
20081017,-0.0041,-0.0078,-0.0077,0.00004,-0.0063
20081020,0.0455,-0.0124,-0.0087,0.00004,0.007
20081021,-0.0295,0.0006,0.0057,0.00004,0.0047
20081022,-0.0576,0.009,0.0013,0.00004,0.0122
20081023,0.0029,-0.0335,-0.0086,0.00004,0.0182
20081024,-0.0328,-0.0008,-0.0035,0.00004,0.0101
20081027,-0.0336,-0.0086,0.0035,0.00004,0.0045
20081028,0.0977,-0.0375,0.0027,0.00004,-0.016
20081029,-0.0047,0.0282,-0.0139,0.00004,-0.0095
20081030,0.0299,0.0201,-0.0064,0.00004,-0.0097
20081031,0.0188,0.0228,0.0196,0.00004,-0.0042
20081103,-0.0005,0.0013,0.0059,0.00001,-0.004
20081104,0.0357,-0.0261,0.002,0.00001,-0.0255
20081105,-0.0505,0.002,-0.0146,0.00001,0.0215
20081106,-0.0483,0.0155,-0.0041,0.00001,0.032
20081107,0.0262,-0.0115,-0.0078,0.00001,-0.0023
20081110,-0.0132,-0.007,-0.0204,0.00001,0.0181
20081111,-0.0225,0.0016,0.0002,0.00001,0.0276
20081112,-0.0514,-0.005,-0.0107,0.00001,0.0352
20081113,0.0679,0.0075,-0.0011,0.00001,-0.0192
20081114,-0.0427,-0.0223,0.0003,0.00001,0.0081
20081117,-0.0243,0.0182,-0.0162,0.00001,0.0267
20081118,0.007,-0.0127,-0.0069,0.00001,0.0145
20081119,-0.0629,-0.0003,-0.0309,0.00001,0.0398
20081120,-0.066,0.017,-0.0249,0.00001,0.0458
20081121,0.0611,-0.0125,-0.0204,0.00001,-0.0054
20081124,0.0627,-0.0132,0.0465,0.00001,-0.0738
20081125,0.0094,0.0006,0.0227,0.00001,-0.0204
20081126,0.0388,0.0165,0.0024,0.00001,-0.0513
20081128,0.0106,-0.0066,0.0191,0.00001,-0.0241
20081201,-0.0895,-0.0074,-0.0352,0,0.0433
20081202,0.0397,0.0067,0.0254,0,-0.0167
20081203,0.0263,-0.0022,0.0147,0,-0.0046
20081204,-0.029,0.0002,0.0125,0,0.0079
20081205,0.0375,0.0008,0.0178,0,-0.0188
20081208,0.038,-0.0037,0.0015,0,-0.0465
20081209,-0.0223,-0.0059,-0.0122,0,-0.0055
20081210,0.012,0.0105,-0.0098,0,-0.0127
20081211,-0.0293,-0.0118,-0.022,0,0.0131
20081212,0.0096,0.023,0.006,0,-0.0031
20081215,-0.0154,-0.0127,-0.0126,0,0.0129
20081216,0.0515,-0.0018,0.0242,0,-0.0307
20081217,-0.0062,0.0173,-0.0051,0,-0.0142
20081218,-0.0183,0.0091,-0.0034,0,0.0147
20081219,0.0035,0.0072,-0.0003,0,-0.0123
20081222,-0.0187,0,-0.0075,0,0.0343
20081223,-0.0089,-0.0011,-0.009,0,0.0125
20081224,0.0051,-0.0032,0.0059,0,-0.0034
20081226,0.0063,0.0058,0.0007,0,-0.0079
20081229,-0.0056,-0.0141,-0.0003,0,0.0131
20081230,0.0247,0.0056,0.0098,0,-0.0153
20081231,0.017,0.0154,0.0077,0,-0.0185
20090102,0.0311,-0.0132,-0.0036,0,-0.0433
20090105,-0.0028,0.0064,-0.0112,0,-0.0282
20090106,0.0087,0.0101,0.0087,0,-0.0504
20090107,-0.0296,0.0032,-0.0111,0,0.0181
20090108,0.0047,0.0072,0.0041,0,-0.0164
20090109,-0.0221,-0.0143,-0.0111,0,0.008
20090112,-0.0228,0.003,-0.0181,0,0.0396
20090113,0.0028,0.0041,0.0021,0,0.0071
20090114,-0.0338,-0.0054,-0.0124,0,0.029
20090115,0.0039,0.0226,-0.0225,0,0.0182
20090116,0.0074,0.0044,-0.0102,0,0.0022
20090120,-0.0534,0.0012,-0.039,0,0.0469
20090121,0.0421,-0.012,0.0253,0,-0.0426
20090122,-0.0162,-0.0101,-0.0161,0,0.0242
20090123,0.0044,-0.0049,0.009,0,-0.0254
20090126,0.0054,0.0076,-0.006,0,0.0008
20090127,0.0108,-0.0042,0.0032,0,-0.013
20090128,0.0332,-0.0059,0.0263,0,-0.0406
20090129,-0.0323,-0.0015,-0.0229,0,0.0309
20090130,-0.0216,0.0019,-0.0119,0,0.0182
20090202,0.0006,0.0129,-0.005,0.00001,0.0104
20090203,0.0146,-0.0019,-0.0235,0.00001,0.0087
20090204,-0.006,-0.0023,-0.0043,0.00001,-0.009
20090205,0.0161,0.0014,-0.0024,0.00001,-0.017
20090206,0.0279,-0.0004,0.0219,0.00001,-0.0308
20090209,0.0003,-0.0093,0.002,0.00001,-0.0143
20090210,-0.0462,0.0106,-0.0278,0.00001,0.0375
20090211,0.0075,-0.0076,0.0125,0.00001,-0.0081
20090212,0.003,0.0032,-0.0059,0.00001,0.0026
20090213,-0.0085,0.0097,-0.0144,0.00001,-0.0018
20090217,-0.0436,0.01,-0.023,0.00001,0.042
20090218,-0.0033,-0.0093,-0.0071,0.00001,0.0094
20090219,-0.0115,-0.0004,-0.0199,0.00001,0.0196
20090220,-0.0116,-0.0002,-0.0099,0.00001,0.0144
20090223,-0.0343,-0.0047,0.0087,0.00001,0.0192
20090224,0.04,-0.0096,0.0293,0.00001,-0.0409
20090225,-0.0115,-0.0145,0.0018,0.00001,0.0039
20090226,-0.0153,-0.0042,0.0128,0.00001,-0.0165
20090227,-0.0201,0.018,-0.0212,0.00001,0.0233
20090302,-0.0475,-0.0024,-0.0029,0.00001,0.0524
20090303,-0.0071,-0.0069,-0.0242,0.00001,0.0036
20090304,0.0242,0.0053,-0.0098,0.00001,-0.0169
20090305,-0.0421,-0.0048,-0.0299,0.00001,0.0331
20090306,0.002,0.0041,-0.0066,0.00001,0.006
20090309,-0.0109,-0.0093,0.0033,0.00001,-0.0168
20090310,0.0635,-0.0091,0.0415,0.00001,-0.0655
20090311,0.003,-0.0055,0.0057,0.00001,-0.0098
20090312,0.0416,0.0112,0.026,0.00001,-0.0356
20090313,0.0073,0.0017,0.0055,0.00001,-0.0011
20090316,-0.0055,-0.0102,0.0042,0.00001,-0.0147
20090317,0.032,0.0068,0.0141,0.00001,-0.0144
20090318,0.0218,0.0009,0.0396,0.00001,-0.0515
20090319,-0.0103,0.01,-0.0253,0.00001,0.0019
20090320,-0.0195,-0.0036,-0.0079,0.00001,0.0285
20090323,0.0689,-0.0065,0.0403,0.00001,-0.0751
20090324,-0.0193,-0.0114,-0.0153,0.00001,0.0023
20090325,0.0094,0.0096,0.013,0.00001,-0.0058
20090326,0.0268,0.0189,-0.0001,0.00001,-0.0228
20090327,-0.0206,-0.0135,0.0028,0.00001,0.0097
20090330,-0.0347,0.0174,-0.0383,0.00001,0.0666
20090331,0.0129,-0.0056,0.0152,0.00001,-0.016
20090401,0.0165,-0.005,0.0147,0.00001,-0.0262
20090402,0.0307,0.0193,0.0049,0.00001,-0.0428
20090403,0.0102,-0.0012,0.0086,0.00001,-0.0316
20090406,-0.0092,-0.0066,-0.0048,0.00001,0.0025
20090407,-0.0242,-0.0073,-0.0019,0.00001,0.0182
20090408,0.0128,0.0106,0.0009,0.00001,-0.0104
20090409,0.0392,0.0036,0.0433,0.00001,-0.082
20090413,0.0026,-0.0092,0.0227,0.00001,-0.0393
20090414,-0.0202,-0.0007,-0.0285,0.00001,0.0144
20090415,0.0112,-0.0015,0.0232,0.00001,-0.02
20090416,0.0169,0.0123,0.0013,0.00001,-0.0167
20090417,0.0055,0.0086,0.0027,0.00001,-0.0196
20090420,-0.0432,0.0005,-0.0422,0.00001,0.0701
20090421,0.0219,0.0079,0.0308,0.00001,-0.0391
20090422,-0.0061,0.0147,-0.011,0.00001,-0.0173
20090423,0.0066,-0.0183,0.0024,0.00001,-0.0102
20090424,0.0177,0.008,0.0017,0.00001,-0.0344
20090427,-0.0095,-0.0046,-0.0171,0.00001,0.0225
20090428,-0.002,0.0092,0.0007,0.00001,0.0127
20090429,0.0241,0.0075,0.0118,0.00001,-0.0275
20090430,-0.0004,-0.0042,-0.0064,0.00001,-0.0254
20090501,0.0045,-0.0048,-0.0025,0,-0.0191
20090504,0.0336,-0.0039,0.0293,0,-0.0528
20090505,-0.0027,0.0019,-0.0015,0,-0.0133
20090506,0.0145,-0.0207,0.0263,0,-0.0366
20090507,-0.0142,-0.0077,-0.008,0,0.011
20090508,0.0248,0.0026,0.0276,0,-0.0506
20090511,-0.0201,0.0122,-0.0245,0,0.0227
20090512,-0.0031,-0.0079,-0.0163,0,0.0179
20090513,-0.0291,-0.0152,-0.0148,0,0.051
20090514,0.0111,0.005,0.0096,0,-0.017
20090515,-0.0102,0.0056,-0.0113,0,0.0165
20090518,0.0313,0.0035,0.0193,0,-0.0351
20090519,-0.0004,0.002,-0.0121,0,-0.0126
20090520,-0.0048,-0.0002,-0.011,0,-0.0078
20090521,-0.0168,-0.0011,0.0035,0,0.0166
20090522,-0.0015,-0.0034,-0.0058,0,0.004
20090526,0.0278,0.0152,0.0062,0,-0.0036
20090527,-0.018,0.0025,-0.0129,0,-0.0037
20090528,0.0135,-0.0137,0.0045,0,-0.0126
20090529,0.0138,0.0056,-0.0021,0,-0.0061
20090601,0.0272,0.0155,-0.0072,0,-0.0196
20090602,0.0029,0.0085,-0.0019,0,0.0078
20090603,-0.0139,0.0078,-0.0084,0,0.0272
20090604,0.0118,0.0015,0.0108,0,-0.0268
20090605,-0.0019,0.0013,-0.0056,0,-0.0015
20090608,-0.002,-0.0097,0.006,0,0.0067
20090609,0.0049,0.0034,-0.0028,0,-0.0101
20090610,-0.0035,-0.0033,-0.0047,0,-0.0124
20090611,0.0063,-0.0021,0.0026,0,-0.0141
20090612,0.0003,-0.0019,0.0001,0,0.0047
20090615,-0.0238,-0.003,-0.0033,0,0.0151
20090616,-0.0133,-0.0009,-0.0026,0,0.0128
20090617,-0.0008,0.009,-0.0098,0,0.0262
20090618,0.0074,-0.0064,0.0041,0,0.0073
20090619,0.0035,0.0029,0.0011,0,-0.0021
20090622,-0.0308,-0.0037,-0.0071,0,0.0376
20090623,0.0008,-0.011,0.0014,0,-0.0077
20090624,0.0078,0.0027,-0.0018,0,-0.0069
20090625,0.0219,0.0081,0.0004,0,-0.0049
20090626,0.0004,0.0157,0.0013,0,0.0009
20090629,0.0082,-0.0109,0.0036,0,-0.0011
20090630,-0.0074,0.0025,-0.0019,0,0.0002
20090701,0.0054,0.0149,0.0019,0.00001,0.0023
20090702,-0.0289,-0.006,-0.0103,0.00001,0.0103
20090706,-0.0003,-0.0094,-0.0097,0.00001,0.0204
20090707,-0.0193,0.0003,-0.0015,0.00001,0.0109
20090708,-0.002,-0.0056,-0.0111,0.00001,0.0111
20090709,0.0035,-0.0058,0.0125,0.00001,-0.0109
20090710,-0.0035,0.0094,-0.005,0.00001,0.0033
20090713,0.0243,-0.0069,0.0181,0.00001,-0.0045
20090714,0.0059,0.0032,0.0063,0.00001,-0.0076
20090715,0.0298,0.0056,0.0141,0.00001,-0.0157
20090716,0.0094,0.0046,-0.0011,0.00001,-0.0085
20090717,-0.0005,-0.0023,-0.0004,0.00001,0.0052
20090720,0.0119,0.0033,0.0037,0.00001,-0.0143
20090721,0.0031,-0.0053,-0.0081,0.00001,0.005
20090722,0.0008,0.0061,0.0034,0.00001,-0.0027
20090723,0.0237,0.0059,0.0109,0.00001,-0.0175
20090724,0.0038,0.0031,0.0015,0.00001,-0.0113
20090727,0.003,0.0009,0.0098,0.00001,-0.012
20090728,-0.002,0.0029,-0.0034,0.00001,0.0052
20090729,-0.0046,-0.0013,-0.0082,0.00001,0.013
20090730,0.0124,0.0031,0.0145,0.00001,-0.0223
20090731,0.0005,-0.0017,0.0127,0.00001,-0.0121
20090803,0.0163,0.001,0.0168,0.00001,-0.0208
20090804,0.0032,0.0043,0.0083,0.00001,-0.0131
20090805,-0.003,-0.0111,0.017,0.00001,-0.0146
20090806,-0.0062,-0.0098,0.0005,0.00001,-0.0054
20090807,0.0144,0.0098,0.0118,0.00001,-0.0114
20090810,-0.0032,0.0047,0.0027,0.00001,-0.007
20090811,-0.0125,-0.0007,-0.0114,0.00001,0.016
20090812,0.0121,0.0044,0.0055,0.00001,-0.0077
20090813,0.0073,-0.003,0.0111,0.00001,-0.0159
20090814,-0.0097,-0.0121,-0.0028,0.00001,0.0031
20090817,-0.0246,-0.0011,-0.0169,0.00001,0.02
20090818,0.0111,0.0047,0.013,0.00001,-0.0106
20090819,0.0072,0.0044,-0.0039,0.00001,0.0015
20090820,0.01,-0.0004,0.0084,0.00001,-0.0075
20090821,0.0183,0.0036,0.0068,0.00001,-0.0103
20090824,-0.0009,0.0006,-0.0027,0.00001,-0.0036
20090825,0.0027,0.0016,0.0065,0.00001,0.002
20090826,-0.0001,0.0014,0.001,0.00001,0.0007
20090827,0.0021,-0.0015,0.0053,0.00001,-0.0081
20090828,-0.0019,-0.0038,0.0054,0.00001,-0.0063
20090831,-0.0086,-0.0048,-0.0063,0.00001,0.0083
20090901,-0.0215,0.001,-0.0203,0,0.0166
20090902,-0.0028,0.0014,-0.007,0,0.0032
20090903,0.0093,0.0003,0.0109,0,-0.0086
20090904,0.0131,0.0026,0.0027,0,-0.0068
20090908,0.0088,0.002,0.0009,0,-0.0058
20090909,0.009,0.008,0.0067,0,-0.0043
20090910,0.0108,0.0046,0.0093,0,-0.0093
20090911,-0.001,0.0013,-0.0009,0,-0.0079
20090914,0.0065,0.0009,0.0064,0,-0.0094
20090915,0.0044,0.0058,0.0059,0,-0.0111
20090916,0.0155,0.0041,0.013,0,-0.0173
20090917,-0.003,-0.0007,-0.0034,0,0.0021
20090918,0.0023,0.0011,-0.0019,0,0.002
20090921,-0.0027,-0.0017,-0.0067,0,0.007
20090922,0.0066,-0.0009,0.015,0,-0.0123
20090923,-0.01,0.0015,-0.0088,0,0.0054
20090924,-0.0107,-0.0066,-0.0134,0,0.0104
20090925,-0.0064,0.0019,-0.0051,0,0.0006
20090928,0.0179,0.0036,0.0104,0,-0.0022
20090929,-0.0012,-0.0006,0.0036,0,-0.0006
20090930,-0.004,-0.0055,-0.0063,0,0.0063
20091001,-0.0263,-0.0059,-0.0137,0,0.0059
20091002,-0.0049,-0.0031,-0.0014,0,0.0018
20091005,0.0154,0.0009,0.0183,0,-0.0029
20091006,0.0142,0.0053,0.0025,0,0.0039
20091007,0.0028,-0.0037,0.0056,0,-0.0013
20091008,0.0082,0.003,0.0034,0,-0.0017
20091009,0.0059,0.006,-0.0022,0,0.0007
20091012,0.0036,-0.0052,0.0033,0,-0.0022
20091013,-0.0022,0.0012,-0.0018,0,0.0018
20091014,0.0173,0.0004,0.0112,0,0.0025
20091015,0.0035,-0.0023,-0.0045,0,0.0005
20091016,-0.0082,-0.0001,-0.0127,0,-0.0006
20091019,0.0092,0.0008,0.0002,0,0.0039
20091020,-0.0069,-0.007,-0.0048,0,0.0005
20091021,-0.009,-0.0008,-0.0054,0,0.004
20091022,0.0105,0.0003,0.0065,0,-0.0043
20091023,-0.0123,-0.008,-0.0102,0,0.0018
20091026,-0.012,0.0002,-0.0135,0,0.0019
20091027,-0.0051,-0.0061,-0.0059,0,-0.0154
20091028,-0.0216,-0.0149,-0.014,0,-0.0196
20091029,0.022,-0.0026,0.0163,0,0.0126
20091030,-0.028,-0.0007,-0.0187,0,-0.0023
20091102,0.0054,-0.0079,-0.0033,0,0.0049
20091103,0.0045,0.0105,0.0075,0,0.0075
20091104,0.0003,-0.0105,-0.0049,0,0.0011
20091105,0.0207,0.0114,0.0063,0,0.0059
20091106,0.0024,-0.0024,-0.0046,0,-0.0009
20091109,0.0217,-0.0043,0.0135,0,0.006
20091110,-0.0005,-0.008,-0.0008,0,0.0032
20091111,0.0052,0.0031,0.0031,0,0.0005
20091112,-0.0112,-0.0089,-0.0076,0,-0.0033
20091113,0.0061,0.0036,-0.0005,0,0.0062
20091116,0.0154,0.013,0.002,0,0.0037
20091117,0.0014,-0.0021,-0.0004,0,-0.0018
20091118,-0.0013,-0.0049,0.0044,0,-0.0041
20091119,-0.0139,-0.0079,-0.0059,0,-0.0087
20091120,-0.0033,0.002,-0.0047,0,-0.0068
20091123,0.013,0.0039,-0.0009,0,-0.0009
20091124,-0.0009,-0.0013,-0.0043,0,-0.0047
20091125,0.0047,-0.0042,0.0012,0,0.004
20091127,-0.0174,-0.0055,-0.0077,0,-0.0052
20091130,0.0028,-0.0039,0.0074,0,-0.0018
20091201,0.0128,0.0063,-0.0028,0,0.0057
20091202,0.0018,0.0103,-0.003,0,0.0029
20091203,-0.0086,-0.0027,-0.0034,0,-0.0027
20091204,0.007,0.0153,0.0075,0,-0.002
20091207,-0.0015,0.0051,-0.0026,0,-0.0024
20091208,-0.0097,0.0006,-0.0013,0,0
20091209,0.0032,-0.0019,0.0001,0,0.0036
20091210,0.005,-0.0096,-0.001,0,0.0027
20091211,0.0043,0.0028,0.0047,0,-0.0054
20091214,0.008,0.0063,0.0034,0,0.0099
20091215,-0.0048,0.0031,-0.0059,0,0.0014
20091216,0.0019,0.0045,0.0073,0,0.0074
20091217,-0.0118,0.0025,-0.0033,0,-0.003
20091218,0.0068,0.0022,0.0023,0,-0.0009
20091221,0.0103,0.0015,0.0033,0,0.0041
20091222,0.0043,0.0058,-0.001,0,0.0026
20091223,0.0036,0.0091,-0.0039,0,0.0077
20091224,0.0051,-0.0008,0.002,0,0.0025
20091228,0.0008,-0.0012,-0.0028,0,-0.0018
20091229,-0.0009,0.0011,-0.0007,0,-0.0038
20091230,0,-0.0006,-0.0009,0,-0.0009
20091231,-0.0099,-0.002,0.0032,0,0.0005
20100104,0.0169,0.0058,0.0112,0,0.0066
20100105,0.0031,-0.0059,0.0122,0,0.0063
20100106,0.0013,-0.0025,0.0052,0,-0.0002
20100107,0.004,0.0008,0.0094,0,-0.0085
20100108,0.0033,0.004,0.0001,0,0.0025
20100111,0.0013,-0.0013,-0.0021,0,-0.0048
20100112,-0.01,-0.0019,-0.0131,0,-0.0121
20100113,0.0085,0.0027,0.0034,0,0.0039
20100114,0.0024,0.0028,0.0005,0,-0.0012
20100115,-0.0112,-0.0013,-0.004,0,-0.0053
20100119,0.0126,0.0042,-0.0016,0,0.0013
20100120,-0.0098,-0.0059,0.0025,0,-0.0056
20100121,-0.0174,0.0041,-0.0115,0,-0.0102
20100122,-0.0214,0.0055,-0.0082,0,-0.0154
20100125,0.0037,-0.002,0.0034,0,0.0054
20100126,-0.0045,-0.0009,-0.0046,0,0.0001
20100127,0.0053,0.0023,0.0016,0,-0.0016
20100128,-0.0118,-0.0067,0.0046,0,-0.0066
20100129,-0.0097,-0.0004,-0.0045,0,-0.0124
20100201,0.0139,-0.002,0.0091,0,0.014
20100202,0.0121,-0.0042,0.0067,0,0.0048
20100203,-0.0049,0.0011,-0.0038,0,0.0024
20100204,-0.0314,-0.0015,-0.0119,0,-0.0157
20100205,0.0029,-0.0005,-0.0006,0,0.0003
20100208,-0.0079,0.0005,-0.0036,0,0.0001
20100209,0.0133,0.0032,0.0059,0,0.0089
20100210,-0.0017,0.0025,0.0029,0,0.0019
20100211,0.0113,0.0072,0.0007,0,0.0089
20100212,-0.0007,0.0097,0.0014,0,0.005
20100216,0.0175,-0.0029,0.0102,0,0.0089
20100217,0.0049,0.0011,0.0012,0,0.0001
20100218,0.0062,0.0011,0.0001,0,0.0012
20100219,0.0028,0.0005,0.0048,0,-0.0022
20100222,-0.0005,-0.0004,0.0058,0,0.0014
20100223,-0.0124,0.0027,-0.0094,0,-0.0104
20100224,0.0094,-0.0035,0.0053,0,0.0052
20100225,-0.0013,0.0024,0.0028,0,0.0048
20100226,0.0013,-0.0055,0.0039,0,0.0041
20100301,0.012,0.0121,0.0007,0,0.0117
20100302,0.0032,0.0061,0.0019,0,0.0014
20100303,0.0009,0.0017,0.0009,0,0.0008
20100304,0.0037,0.0009,0.0023,0,0.0036
20100305,0.0143,0.0039,0.0061,0,0.0087
20100308,0.0002,0.0008,0.0026,0,0.0009
20100309,0.0021,0.0024,-0.001,0,0.0039
20100310,0.0053,0.0005,0.0069,0,0.0039
20100311,0.0043,-0.0009,-0.0011,0,-0.0006
20100312,-0.0002,0.0003,-0.0028,0,0.0028
20100315,-0.0002,-0.0031,-0.0048,0,-0.0068
20100316,0.0078,-0.0014,0.0059,0,0.0031
20100317,0.0057,0.0004,0.0035,0,0.0009
20100318,-0.001,-0.0017,-0.0057,0,-0.0053
20100319,-0.0062,-0.006,-0.0063,0,-0.0151
20100322,0.0067,0.0089,0.0001,0,0.0089
20100323,0.008,0.0035,0.0036,0,0.0083
20100324,-0.006,-0.0064,0.0082,0,0.0041
20100325,-0.0026,-0.0048,-0.0028,0,-0.0015
20100326,0.0006,-0.0008,0.0031,0,0.0034
20100329,0.0059,-0.0007,0.0019,0,0.0016
20100330,0.0004,0.0029,-0.0045,0,-0.0012
20100331,-0.0036,-0.005,0.0015,0,-0.0015
20100401,0.0075,-0.0001,0.0079,0.00001,0.0064
20100405,0.0095,0.0107,0.0092,0.00001,0.0104
20100406,0.0019,0.0024,0.0046,0.00001,0.0023
20100407,-0.0048,0.0021,0.0024,0.00001,-0.0044
20100408,0.0031,-0.0028,0.0039,0.00001,0.0025
20100409,0.0066,-0.0012,0.0017,0.00001,0.001
20100412,0.0023,0.0027,0.0006,0.00001,-0.0013
20100413,0.0007,0.0016,-0.0004,0.00001,0.0016
20100414,0.0124,0.0087,0.0141,0.00001,0.0089
20100415,0.0011,0.0059,-0.0004,0.00001,0.0022
20100416,-0.0153,0.008,-0.0183,0.00001,-0.0079
20100419,0.0028,-0.0085,-0.0008,0.00001,-0.0062
20100420,0.0088,0.0066,0.0056,0.00001,0.0038
20100421,-0.0006,0.0071,0.002,0.00001,0.0062
20100422,0.0037,0.0081,0.0049,0.00001,0.0099
20100423,0.007,0.0037,0.0057,0.00001,0.0027
20100426,-0.0043,0.0045,-0.0031,0.00001,0.0031
20100427,-0.0234,0.0011,-0.0141,0.00001,-0.0128
20100428,0.0056,-0.0074,0.0074,0.00001,0.0002
20100429,0.0134,0.0046,0.0046,0.00001,0.0096
20100430,-0.0172,-0.0097,-0.0092,0.00001,-0.011
20100503,0.0136,0.0065,0.0061,0.00001,0.0084
20100504,-0.025,-0.0058,-0.0089,0.00001,-0.0094
20100505,-0.0075,-0.0074,-0.0063,0.00001,-0.006
20100506,-0.0327,-0.0027,-0.009,0.00001,-0.0088
20100507,-0.0175,-0.0135,-0.0048,0.00001,-0.0114
20100510,0.0447,0.0097,0.0117,0.00001,0.0261
20100511,-0.0017,0.0116,-0.0015,0.00001,0.0029
20100512,0.0163,0.0148,0.0019,0.00001,0.013
20100513,-0.0112,0.0032,-0.003,0.00001,-0.0054
20100514,-0.0192,-0.0027,-0.0076,0.00001,-0.013
20100517,0.0011,0.0004,-0.0056,0.00001,-0.0058
20100518,-0.0141,-0.0024,-0.0096,0.00001,-0.0086
20100519,-0.0063,-0.0097,0.0003,0.00001,-0.0066
20100520,-0.0399,-0.0089,-0.0116,0.00001,-0.0126
20100521,0.0144,-0.0045,0.0158,0.00001,0.0147
20100524,-0.0119,0.0033,-0.0091,0.00001,0.0037
20100525,-0.0003,-0.0047,0.0054,0.00001,0.0046
20100526,-0.0035,0.0083,0.0038,0.00001,0.0052
20100527,0.0345,0.0066,0.0161,0.00001,0.0198
20100528,-0.0118,0.0006,-0.0063,0.00001,-0.0033
20100601,-0.0189,-0.0109,-0.0157,0.00001,-0.0033
20100602,0.0263,0.0019,0.0043,0.00001,0.0061
20100603,0.0054,0.007,-0.0028,0.00001,0.0002
20100604,-0.0362,-0.0122,-0.007,0.00001,-0.0133
20100607,-0.0152,-0.0108,-0.0106,0.00001,-0.0128
20100608,0.009,-0.0147,0.0017,0.00001,-0.0033
20100609,-0.0046,0.0074,-0.0017,0.00001,0.0039
20100610,0.0295,0.004,0.009,0.00001,0.0095
20100611,0.0062,0.0093,0.0006,0.00001,0.0065
20100614,-0.0006,0.0066,0.0001,0.00001,0.0057
20100615,0.0236,0.0008,0.0091,0.00001,0.0046
20100616,-0.0011,-0.0021,-0.0032,0.00001,0.0013
20100617,0.0008,-0.0016,-0.0046,0.00001,0.0001
20100618,0.0013,0,0.0024,0.00001,-0.0011
20100621,-0.0047,-0.0054,0,0.00001,-0.0019
20100622,-0.0163,-0.0034,-0.0075,0.00001,-0.0061
20100623,-0.0029,-0.0005,0.0023,0.00001,0.0001
20100624,-0.0165,0.001,-0.0089,0.00001,-0.0052
20100625,0.0048,0.0105,0.0103,0.00001,0.0063
20100628,-0.0023,-0.0002,-0.0071,0.00001,-0.0027
20100629,-0.0323,-0.0066,-0.0128,0.00001,-0.0195
20100630,-0.0098,0.0004,-0.0036,0.00001,-0.0036
20100701,-0.004,-0.0031,-0.0043,0.00001,-0.0019
20100702,-0.005,-0.003,-0.0043,0.00001,-0.0069
20100706,0.0033,-0.02,0.0008,0.00001,-0.0044
20100707,0.0317,0.0006,0.0045,0.00001,0.0153
20100708,0.01,0.0057,0,0.00001,0.0019
20100709,0.0081,0.0065,0.0058,0.00001,0.0058
20100712,-0.0011,-0.0119,0.0005,0.00001,-0.0062
20100713,0.0176,0.0162,0.0065,0.00001,0.0049
20100714,-0.0004,-0.0016,-0.0076,0.00001,0
20100715,0.0002,-0.0087,-0.001,0.00001,-0.0053
20100716,-0.0294,-0.0056,-0.0096,0.00001,-0.0101
20100719,0.0054,-0.0015,-0.0019,0.00001,-0.0034
20100720,0.0123,0.0065,0.0014,0.00001,0.0056
