http://www.rdatamining.com/docs,mktrf,smb,hml,rf,umd
20061025,0.0032,0.0018,-0.0009,0.00018,-0.0079
20061026,0.0063,0.0041,0.002,0.00018,-0.0019
20061027,-0.0088,-0.0035,0.0012,0.00018,-0.0024
20061030,0.0007,0.0043,-0.0001,0.00018,0.0019
20061031,-0.0007,-0.0034,-0.0011,0.00018,0
20061101,-0.0087,-0.0099,0.0027,0.0002,-0.0029
20061102,-0.0005,-0.0023,0.0005,0.0002,-0.003
20061103,-0.0012,0.0052,-0.0014,0.0002,-0.0024
20061106,0.0116,0.0026,-0.0011,0.0002,0.0044
20061107,0.0023,0.0006,-0.003,0.0002,0.0016
20061108,0.0029,0.0031,0.0033,0.0002,-0.0011
20061109,-0.0058,-0.0039,0.0033,0.0002,0.0016
20061110,0.0026,0.007,-0.0003,0.0002,-0.0016
20061113,0.0027,0.0018,0.0002,0.0002,0.0004
20061114,0.0071,0.0092,-0.0023,0.0002,-0.003
20061115,0.0035,0.0058,-0.0041,0.0002,-0.0029
20061116,0.0016,-0.0031,0.0011,0.0002,0.0016
20061117,0.0003,-0.0037,-0.0012,0.0002,0.0007
20061120,-0.0006,0.0021,0.0005,0.0002,0.0027
20061121,0.0014,0.0004,-0.0008,0.0002,0.0012
20061122,0.0028,-0.0008,-0.0025,0.0002,-0.0033
20061124,-0.0032,0.0024,0.0009,0.0002,0
20061127,-0.0153,-0.0102,0.0032,0.0002,-0.0015
20061128,0.003,0.0001,-0.0004,0.0002,0.0034
20061129,0.0095,0.0013,-0.0004,0.0002,0.0025
20061130,0.0011,0.0013,0.0021,0.0002,-0.003
20061201,-0.003,-0.0036,0.0011,0.0002,0.0005
20061204,0.0099,0.0086,-0.0016,0.0002,0.0029
20061205,0.0041,-0.0019,0.0024,0.0002,-0.0006
20061206,-0.001,-0.0009,0.0024,0.0002,-0.0022
20061207,-0.0041,-0.0005,0.0008,0.0002,0.0013
20061208,0.0014,-0.0016,0.0001,0.0002,0.0018
20061211,0.0018,-0.0028,0.0065,0.0002,0.0027
20061212,-0.002,-0.0051,0.0045,0.0002,0
20061213,0.0009,-0.0004,0.0017,0.0002,0.0021
20061214,0.008,-0.0013,-0.0012,0.0002,0.0003
20061215,0.0007,-0.0033,0.004,0.0002,-0.0019
20061218,-0.0046,-0.0095,0.0017,0.0002,-0.0022
20061219,0.0016,-0.0012,0.0004,0.0002,0.0025
20061220,-0.0012,0.0056,0.0008,0.0002,-0.0003
20061221,-0.0038,0.0002,0.0035,0.0002,0
20061222,-0.0048,0.0029,0.0009,0.0002,-0.0004
20061226,0.0044,0.0034,0.0037,0.0002,0.0005
20061227,0.0074,0.0051,-0.0004,0.0002,0.0039
20061228,-0.0018,-0.0017,-0.0001,0.0002,0.0003
20061229,-0.0051,-0.0026,-0.0002,0.0002,-0.001
20070103,-0.0004,0.0005,0.0014,0.00022,-0.0044
20070104,0.0016,0.0024,-0.0051,0.00022,-0.0058
20070105,-0.0073,-0.0091,-0.0033,0.00022,0.0008
20070108,0.0024,-0.0007,0.0008,0.00022,0.0032
20070109,0,0.0028,-0.002,0.00022,0.0022
20070110,0.0023,-0.0008,-0.0017,0.00022,0.0003
20070111,0.0074,0.0055,-0.0029,0.00022,0.0012
20070112,0.005,0.0021,-0.0028,0.00022,0.0012
20070116,0,-0.0026,0.0006,0.00022,-0.0002
20070117,-0.0014,-0.0021,-0.0005,0.00022,0.0007
20070118,-0.0048,-0.0107,0.0053,0.00022,0.0011
20070119,0.0033,0.0043,0.0007,0.00022,-0.0005
20070122,-0.0055,-0.0049,0.0034,0.00022,0.0008
20070123,0.0037,0.006,0.0007,0.00022,0.0032
20070124,0.0084,0.0023,-0.0005,0.00022,0.0002
20070125,-0.0115,-0.0007,-0.001,0.00022,-0.0044
20070126,-0.0006,0.0055,0.001,0.00022,0.0006
20070129,0.0002,0.0059,0.0023,0.00022,0.0007
20070130,0.0052,-0.0002,0.0022,0.00022,-0.0025
20070131,0.0064,-0.0042,0.0003,0.00022,-0.0013
20070201,0.0059,0.0034,-0.0024,0.0002,0.0016
20070202,0.0015,0.001,0.0027,0.0002,-0.0024
20070205,-0.0012,-0.0022,0.0013,0.0002,0.0015
20070206,0.001,0.0028,0.0019,0.0002,0.002
20070207,0.0021,0.004,-0.0001,0.0002,0.0007
20070208,-0.001,0.0024,-0.0021,0.0002,-0.0009
20070209,-0.0076,-0.0034,0.0015,0.0002,-0.0025
20070212,-0.0035,0.0019,0.0009,0.0002,0
20070213,0.0072,-0.0017,0.0033,0.0002,0.0005
20070214,0.0073,-0.005,-0.0017,0.0002,-0.0014
20070215,0.0011,0.0016,-0.0037,0.0002,-0.0031
20070216,0,0.0026,0.0007,0.0002,-0.0009
20070220,0.0042,0.0064,-0.0018,0.0002,0.0027
20070221,-0.0009,0.003,-0.0021,0.0002,-0.0029
20070222,-0.0006,0.0037,-0.0012,0.0002,-0.0048
20070223,-0.0031,0.0014,-0.0026,0.0002,-0.0018
20070226,-0.0019,-0.0014,0.0009,0.0002,0.0002
20070227,-0.0343,-0.0018,0.0003,0.0002,-0.004
20070228,0.0047,-0.0051,0.0035,0.0002,0.005
20070301,-0.0025,-0.0009,0.0019,0.00019,0.0008
20070302,-0.0124,-0.0063,0.0023,0.00019,-0.0014
20070305,-0.0111,-0.0069,-0.0028,0.00019,0.0016
20070306,0.0158,0.0067,0,0.00019,0.0047
20070307,-0.0021,-0.0006,-0.0001,0.00019,0.0015
20070308,0.0068,-0.001,0.0011,0.00019,0.0058
20070309,0.0009,0.0028,0.0014,0.00019,0.0008
20070312,0.0028,0.0027,-0.0012,0.00019,0.0039
20070313,-0.0203,-0.0026,-0.0012,0.00019,-0.0031
20070314,0.0057,0.0011,-0.0009,0.00019,-0.0003
20070315,0.0044,0.0049,0.0013,0.00019,0.0014
20070316,-0.0042,-0.0011,-0.0017,0.00019,0.0002
20070319,0.0108,-0.0011,0.0002,0.00019,0.0051
20070320,0.0067,0.0002,0.0014,0.00019,0.0017
20070321,0.0164,-0.0015,-0.001,0.00019,0.0009
20070322,-0.0002,0.0019,-0.0031,0.00019,0.001
20070323,0.0008,0.0008,0.0004,0.00019,-0.0007
20070326,0.0006,-0.0004,-0.0008,0.00019,0.0033
20070327,-0.0061,-0.0021,-0.0002,0.00019,-0.0006
20070328,-0.0074,0.0022,-0.0004,0.00019,0.0011
20070329,0.0029,-0.002,0.0017,0.00019,0.0017
20070330,-0.0007,0.0027,-0.0005,0.00019,0.001
20070402,0.0022,0.0009,-0.0011,0.00022,0.0036
20070403,0.0093,0.0005,-0.0012,0.00022,0.0014
20070404,0.0009,-0.0017,-0.0025,0.00022,0.0015
20070405,0.0031,0,-0.0008,0.00022,-0.0001
20070409,0.0005,-0.0024,0.0007,0.00022,0.0014
20070410,0.0022,0.001,0.0002,0.00022,-0.0015
20070411,-0.0064,-0.001,0.0012,0.00022,0.0006
20070412,0.0061,0.0025,-0.0019,0.00022,-0.0029
20070413,0.0034,0.0024,-0.0008,0.00022,-0.0008
20070416,0.0106,0.0029,0.0011,0.00022,-0.0045
20070417,0.0009,-0.0042,-0.0012,0.00022,0.0007
20070418,0,-0.0071,0.0044,0.00022,-0.0021
20070419,-0.0023,-0.0038,0.0003,0.00022,0
20070420,0.0089,0.002,0.0004,0.00022,0.0023
20070423,-0.0024,0.0007,-0.0029,0.00022,0.0036
20070424,-0.001,-0.0004,-0.0024,0.00022,-0.0041
20070425,0.0091,-0.0035,0.0017,0.00022,-0.0023
20070426,-0.0002,0.0032,-0.0034,0.00022,-0.0014
20070427,-0.0013,-0.003,-0.0031,0.00022,0
20070430,-0.0093,-0.0091,0.0002,0.00022,0.0001
20070501,0.0022,-0.0009,0.0003,0.00018,-0.0039
20070502,0.0079,0.0062,0.0002,0.00018,0
20070503,0.0037,-0.0036,0.0032,0.00018,-0.0007
20070504,0.0025,0.0018,-0.0002,0.00018,0.0022
20070507,0.0018,-0.0037,0.0032,0.00018,0.0013
20070508,-0.0013,-0.0003,-0.0011,0.00018,0.0001
20070509,0.0035,0.0007,-0.0003,0.00018,-0.0031
20070510,-0.0142,-0.005,0.0029,0.00018,0.0017
20070511,0.0095,0.0018,0.0006,0.00018,0.0014
20070514,-0.0028,-0.0061,0.0007,0.00018,0.0016
20070515,-0.0027,-0.008,0.0028,0.00018,0.0032
20070516,0.0082,-0.0021,0.0005,0.00018,0.0004
20070517,-0.001,-0.0034,0.0003,0.00018,-0.0011
20070518,0.0066,0.0039,-0.0049,0.00018,0.0009
20070521,0.0031,0.0093,-0.0028,0.00018,0.0016
20070522,0.0008,0.007,-0.0004,0.00018,-0.0025
20070523,-0.0018,-0.0021,-0.0012,0.00018,-0.0024
20070524,-0.0107,-0.0043,-0.0004,0.00018,-0.0064
20070525,0.0055,0.0023,-0.0007,0.00018,0.0027
20070529,0.0024,0.006,0.0001,0.00018,0.0014
20070530,0.0077,-0.0023,-0.0002,0.00018,0.0031
20070531,0.0013,0.0034,-0.003,0.00018,-0.0022
20070601,0.0044,0.0036,-0.0005,0.00019,-0.002
20070604,0.0018,0.0007,0,0.00019,-0.0012
20070605,-0.0055,-0.0012,-0.0022,0.00019,0.0024
20070606,-0.0092,0.0008,0.0005,0.00019,-0.001
20070607,-0.0175,-0.0004,0.0006,0.00019,-0.0051
20070608,0.0107,-0.0006,0.0003,0.00019,0.0005
20070611,0.0008,-0.0029,0.001,0.00019,0.0028
20070612,-0.0106,-0.0016,-0.0018,0.00019,-0.0017
20070613,0.0137,-0.002,-0.001,0.00019,0.0047
20070614,0.005,0.001,-0.0006,0.00019,0.0035
20070615,0.0069,0.0052,-0.0007,0.00019,0.003
20070618,-0.0013,0.0001,-0.0011,0.00019,0.0004
20070619,0.0014,0,0.0015,0.00019,0.0023
20070620,-0.0129,0.0009,-0.0018,0.00019,-0.0073
20070621,0.0056,-0.0016,0.0001,0.00019,0.0021
20070622,-0.0125,0.0062,-0.0001,0.00019,-0.0041
20070625,-0.0039,-0.0042,-0.001,0.00019,-0.0013
20070626,-0.0035,0.0014,-0.0031,0.00019,0
20070627,0.0092,0.0047,-0.0039,0.00019,0.0033
20070628,0.0003,0.0014,0.0015,0.00019,0.0016
20070629,-0.0019,-0.0035,0.0011,0.00019,0.0041
20070702,0.0106,-0.0007,0.0011,0.00019,0.0057
20070703,0.0036,-0.0005,-0.001,0.00019,0.0022
20070705,0.0007,0.002,-0.006,0.00019,0.0039
20070706,0.004,-0.0007,-0.0008,0.00019,0.0004
20070709,0.001,0.0006,-0.0006,0.00019,0.0016
20070710,-0.0143,-0.0015,-0.0037,0.00019,0.0011
20070711,0.0055,-0.0029,-0.001,0.00019,0.0032
20070712,0.0178,-0.0018,-0.0032,0.00019,0.0048
20070713,0.0028,-0.0031,0.0008,0.00019,0.0014
20070716,-0.0031,-0.0046,-0.0023,0.00019,0.0009
20070717,0.0002,0.0016,-0.0023,0.00019,0.0028
20070718,-0.0025,-0.0021,-0.0019,0.00019,0.0003
20070719,0.0044,0.0034,-0.0048,0.00019,0.0054
20070720,-0.0125,-0.0027,-0.0019,0.00019,-0.0011
20070723,0.0036,-0.0042,-0.0042,0.00019,0.006
20070724,-0.0204,-0.0053,-0.0022,0.00019,-0.0042
20070725,0.003,-0.0041,0.0008,0.00019,-0.0061
20070726,-0.0236,-0.0001,-0.0023,0.00019,-0.0022
20070727,-0.0151,-0.0006,0.0014,0.00019,-0.0037
20070730,0.0093,-0.0024,-0.0008,0.00019,0.006
20070731,-0.0119,0.0032,-0.0002,0.00019,0.0019
20070801,0.0051,-0.005,-0.0025,0.00018,-0.001
20070802,0.0055,0.0015,-0.0036,0.00018,0.0074
20070803,-0.0266,-0.0063,-0.0073,0.00018,0.0002
20070806,0.0207,-0.0117,-0.0041,0.00018,-0.0126
20070807,0.0065,0.0027,-0.0067,0.00018,0.0006
20070808,0.0147,0.0116,-0.0073,0.00018,-0.0126
20070809,-0.0274,0.0165,-0.0061,0.00018,-0.011
20070810,0.0003,0.0005,0.0135,0.00018,0.0117
20070813,-0.0006,-0.0115,0.0032,0.00018,0.0158
20070814,-0.0183,-0.0004,-0.0019,0.00018,-0.0042
20070815,-0.0146,0.0004,-0.0004,0.00018,-0.0107
20070816,0.0031,0.012,0.0116,0.00018,-0.0231
20070817,0.0236,-0.0042,0.0038,0.00018,-0.0006
20070820,0,0.0016,-0.0032,0.00018,0.0105
20070821,0.0015,-0.0006,0.0008,0.00018,0.004
20070822,0.012,0.0005,-0.0001,0.00018,0.011
20070823,-0.0023,-0.0098,0.0016,0.00018,0.0032
20070824,0.0121,0.0012,-0.0022,0.00018,0.0058
20070827,-0.0085,-0.0011,-0.0015,0.00018,0.0043
20070828,-0.0233,-0.0007,-0.0041,0.00018,-0.0043
20070829,0.0213,0.0011,0.0001,0.00018,0.0068
20070830,-0.0043,0,-0.0048,0.00018,0.0046
20070831,0.0112,0.0005,-0.0008,0.00018,0.0021
20070904,0.0103,-0.002,0.0005,0.00017,0.0021
20070905,-0.0105,0.0003,-0.0032,0.00017,0.0032
20070906,0.0042,0,-0.0019,0.00017,0.0017
20070907,-0.017,-0.003,0.0019,0.00017,-0.0046
20070910,-0.0027,-0.0051,-0.0022,0.00017,0.0048
20070911,0.0135,0.0005,-0.0033,0.00017,0.0043
20070912,-0.0003,-0.0044,-0.002,0.00017,0.0023
20070913,0.0069,-0.0068,0.003,0.00017,-0.0016
20070914,0.001,0.0036,-0.0006,0.00017,-0.0012
20070917,-0.006,-0.0044,0.0004,0.00017,0.0023
20070918,0.0288,0.0059,0.0036,0.00017,0.0005
20070919,0.0059,0.006,0.0024,0.00017,0.0008
20070920,-0.0065,-0.0014,-0.0031,0.00017,0.0091
20070921,0.0043,-0.0024,-0.0024,0.00017,0.0046
20070924,-0.0056,-0.0038,-0.0063,0.00017,0.0067
20070925,-0.0003,-0.0029,-0.0038,0.00017,0.0094
20070926,0.006,0.0012,-0.0008,0.00017,0.0009
20070927,0.0043,0.002,-0.0003,0.00017,0.001
20070928,-0.0037,-0.0054,0.0003,0.00017,-0.0012
20071001,0.0137,0.0081,0.0007,0.00014,0.0005
20071002,0.0011,0.0065,0.0018,0.00014,-0.0067
20071003,-0.0048,-0.0022,-0.0017,0.00014,-0.0093
20071004,0.0018,-0.0003,0.0005,0.00014,0.0042
20071005,0.011,0.0064,-0.0007,0.00014,-0.0013
20071008,-0.0027,-0.0018,-0.0029,0.00014,0.0058
20071009,0.0078,-0.0023,-0.0015,0.00014,0.0072
20071010,-0.0013,0.0002,-0.004,0.00014,0.006
20071011,-0.0058,-0.0067,0.006,0.00014,-0.0065
20071012,0.0051,0.0011,-0.0031,0.00014,0.0089
20071015,-0.0089,-0.0039,-0.0021,0.00014,0.0076
20071016,-0.0067,-0.0003,-0.0028,0.00014,0.0101
20071017,0.0022,-0.0015,-0.0026,0.00014,0.006
20071018,-0.001,0.0011,-0.0039,0.00014,0.0094
20071019,-0.0245,-0.0047,0.0002,0.00014,-0.0033
20071022,0.0047,0.009,0.0006,0.00014,-0.007
20071023,0.0085,0.0006,-0.0054,0.00014,0.0132
20071024,-0.0033,-0.0045,-0.0021,0.00014,0.0039
20071025,-0.0019,-0.0031,-0.0002,0.00014,0.0041
20071026,0.0138,0.0026,0.0037,0.00014,-0.0015
20071029,0.004,-0.0027,-0.0058,0.00014,0.0044
20071030,-0.0064,0.0009,0.0013,0.00014,-0.0065
20071031,0.0123,0.0004,-0.0013,0.00014,0.0067
20071101,-0.0266,-0.0086,-0.0043,0.00016,0.0061
20071102,0.0008,0.0019,-0.009,0.00016,0.0108
20071105,-0.0059,-0.0028,-0.0011,0.00016,0.0029
20071106,0.0119,0.0002,-0.0017,0.00016,0.0066
20071107,-0.0277,-0.0004,-0.0046,0.00016,0.0034
20071108,-0.0005,0.0054,0.0116,0.00016,-0.0082
20071109,-0.0146,0.0023,0.0087,0.00016,-0.0142
20071112,-0.0108,0.0038,0.0028,0.00016,-0.0216
20071113,0.0281,-0.0045,0.0005,0.00016,-0.0091
20071114,-0.0063,-0.0022,-0.0018,0.00016,0.0066
20071115,-0.0125,0.0005,-0.0006,0.00016,0.007
20071116,0.0041,-0.0062,-0.0063,0.00016,0.0112
20071119,-0.0181,-0.0026,-0.0037,0.00016,0.0096
20071120,0.0031,-0.0056,-0.001,0.00016,0.0161
20071121,-0.0154,0.0041,0.0009,0.00016,-0.0006
20071123,0.0159,0.0017,0.0019,0.00016,-0.008
20071126,-0.0209,-0.0006,-0.0065,0.00016,0.0106
20071127,0.0131,-0.0054,-0.0019,0.00016,-0.0009
20071128,0.029,0.0029,-0.002,0.00016,-0.0076
20071129,0.0001,-0.005,-0.0031,0.00016,0.0063
20071130,0.007,-0.0062,0.0086,0.00016,-0.0144
20071203,-0.006,-0.0053,0.001,0.00014,0.0074
20071204,-0.0061,-0.0015,-0.0016,0.00014,0.0084
20071205,0.0147,0.0002,-0.0004,0.00014,0.004
20071206,0.0155,0.0085,0.0027,0.00014,-0.0091
20071207,-0.0007,0.0004,-0.0005,0.00014,-0.0002
20071210,0.0071,-0.0014,0.0024,0.00014,-0.009
20071211,-0.025,-0.0026,-0.0007,0.00014,0.0164
20071212,0.0048,0.0004,-0.002,0.00014,0.0156
20071213,0.0006,-0.0033,-0.0032,0.00014,0.0078
20071214,-0.0136,-0.0049,-0.0026,0.00014,0.0074
20071217,-0.0159,-0.002,0.0031,0.00014,-0.008
20071218,0.0065,0.0113,-0.0001,0.00014,-0.0002
20071219,-0.001,0.0031,-0.0042,0.00014,0.0089
20071220,0.0064,0.0086,-0.0039,0.00014,0.0081
20071221,0.0164,0.0033,-0.0002,0.00014,-0.0028
20071224,0.008,0.0009,0.0021,0.00014,-0.0026
20071226,0.001,0.0022,-0.0004,0.00014,0.0081
20071227,-0.0149,-0.0116,0.0004,0.00014,0.0044
20071228,0.0012,-0.0037,-0.0014,0.00014,0.0083
20071231,-0.0065,0.0003,0.0042,0.00014,-0.008
20080102,-0.0146,-0.001,-0.001,0.0001,0.0091
20080103,-0.0014,-0.0102,-0.0037,0.0001,0.016
20080104,-0.0256,-0.005,0.0013,0.0001,0.0057
20080107,0.0016,0.0011,0.0013,0.0001,-0.0052
20080108,-0.0181,-0.0043,-0.0086,0.0001,0.0101
20080109,0.011,-0.0036,-0.0064,0.0001,0.0025
20080110,0.0089,-0.0016,0.0057,0.0001,-0.0139
20080111,-0.0142,-0.0077,0.0025,0.0001,-0.0087
20080114,0.0102,-0.0004,-0.002,0.0001,0.0029
20080115,-0.0239,0.0049,-0.0012,0.0001,0.0035
20080116,-0.0051,0.0082,0.012,0.0001,-0.0298
20080117,-0.028,0.0038,-0.0011,0.0001,0.0029
20080118,-0.0056,-0.0024,-0.0088,0.0001,0.0083
20080122,-0.0098,0.0032,0.0119,0.0001,-0.0287
20080123,0.0204,0.0068,0.0165,0.0001,-0.0425
20080124,0.0102,-0.0094,-0.0053,0.0001,0.0025
20080125,-0.0139,0.0082,0.0024,0.0001,0.0073
20080128,0.0171,0.0004,0.0099,0.0001,-0.0168
20080129,0.0069,-0.0048,0.0099,0.0001,-0.014
20080130,-0.0059,-0.0037,-0.001,0.0001,0.0015
20080131,0.0166,0.0084,0.0046,0.0001,-0.0171
20080201,0.0148,0.0069,0.0005,0.00007,-0.0107
20080204,-0.0099,0.0018,-0.0017,0.00007,0.018
20080205,-0.0301,0.0044,0.0003,0.00007,0.0055
20080206,-0.0085,-0.0037,0.0051,0.00007,0.0016
20080207,0.0082,0.004,0.0003,0.00007,-0.0057
20080208,-0.003,-0.0009,-0.0033,0.00007,0.0171
20080211,0.0058,-0.0018,-0.0059,0.00007,0.0098
20080212,0.0061,-0.0016,-0.0006,0.00007,-0.0001
20080213,0.0146,0.0071,0.0003,0.00007,0.0046
20080214,-0.0135,-0.0077,0.0014,0.00007,0.0064
20080215,-0.0002,-0.0082,0.0033,0.00007,-0.0024
20080219,-0.0006,0.0028,-0.0036,0.00007,0.0095
20080220,0.0083,0.0022,-0.0002,0.00007,-0.008
20080221,-0.0128,-0.0035,-0.0019,0.00007,0.0056
20080222,0.0061,-0.0085,0.0063,0.00007,-0.0052
20080225,0.0146,0.0045,-0.0006,0.00007,0.0008
20080226,0.0072,0.0041,-0.0009,0.00007,-0.0043
20080227,-0.0011,-0.0004,-0.0024,0.00007,-0.0009
20080228,-0.0093,-0.0039,-0.0048,0.00007,0.0241
20080229,-0.0264,0.0011,-0.0016,0.00007,0.0103
20080303,-0.0004,-0.0023,-0.0035,0.00009,0.0095
20080304,-0.0036,0,-0.0005,0.00009,0.0016
20080305,0.0056,-0.002,-0.0036,0.00009,0.0108
20080306,-0.0226,-0.0041,-0.0024,0.00009,0.0191
20080307,-0.0088,0.0025,0.0059,0.00009,-0.0053
20080310,-0.0172,-0.0059,0.005,0.00009,0.0074
20080311,0.0357,0.002,0.0022,0.00009,-0.0106
20080312,-0.0077,0.0021,-0.0081,0.00009,0.0086
20080313,0.0065,0.0132,-0.0021,0.00009,0.0049
20080314,-0.0207,-0.002,-0.0026,0.00009,0.0123
20080317,-0.0121,-0.0077,0.0051,0.00009,0.0107
20080318,0.0409,0.0002,-0.0025,0.00009,-0.0253
20080319,-0.0237,-0.0001,0.002,0.00009,-0.0097
20080320,0.023,-0.0016,0.0075,0.00009,-0.0354
20080324,0.0171,0.0113,-0.0061,0.00009,-0.0134
20080325,0.0038,0.0044,-0.0017,0.00009,0.0068
20080326,-0.0082,0.0061,-0.0049,0.00009,0.0239
20080327,-0.0113,-0.002,0.0002,0.00009,0.0086
20080328,-0.0082,-0.0044,0.0026,0.00009,0.0174
20080331,0.0057,0.0004,0.0059,0.00009,-0.0088
20080401,0.0337,-0.0074,0.0005,0.00008,-0.0305
20080402,-0.0009,0.0047,-0.0014,0.00008,0.002
20080403,0.0014,-0.0008,-0.0006,0.00008,-0.0012
20080404,0.0016,0.0009,-0.0046,0.00008,0.0113
20080407,0.0014,-0.0045,0.0049,0.00008,-0.005
20080408,-0.0034,0.0033,-0.0005,0.00008,0.0139
20080409,-0.0096,-0.008,-0.0022,0.00008,0.0179
20080410,0.0053,0.0069,-0.0055,0.00008,0.0023
20080411,-0.0202,-0.0063,0.0054,0.00008,0.0012
20080414,-0.0038,0.0018,-0.0032,0.00008,0.0142
20080415,0.0046,0.0029,0.0027,0.00008,0.0025
20080416,0.0227,0.0048,0.0015,0.00008,0.0035
20080417,-0.001,-0.0086,0.0034,0.00008,-0.009
20080418,0.0167,0.0012,-0.0066,0.00008,-0.0094
20080421,-0.0017,-0.0013,-0.0055,0.00008,0.009
20080422,-0.0097,-0.011,0.0029,0.00008,0.0108
20080423,0.0026,0.002,-0.0116,0.00008,0.0032
20080424,0.0066,0.0054,0.0038,0.00008,-0.0268
20080425,0.0068,-0.0021,0.0017,0.00008,-0.0089
20080428,-0.0003,0.0055,0.0019,0.00008,-0.0026
20080429,-0.0036,-0.0042,0.0034,0.00008,-0.009
20080430,-0.003,-0.0012,0.0009,0.00008,0.0083
20080501,0.0166,0.0006,0.0023,0.00008,-0.0212
20080502,0.002,-0.0076,0.0002,0.00008,0.0015
20080505,-0.0041,0.003,-0.0013,0.00008,0.0111
20080506,0.0075,-0.0003,0.0029,0.00008,-0.0003
20080507,-0.0166,0.0006,-0.0018,0.00008,0.0117
20080508,0.0037,0.0014,-0.0016,0.00008,0.012
20080509,-0.0054,0.0066,-0.0025,0.00008,0.004
20080512,0.011,0.0066,-0.0034,0.00008,-0.0052
20080513,0.0009,0.0067,-0.0004,0.00008,0.0076
20080514,0.0038,-0.0043,0.0017,0.00008,-0.0094
20080515,0.0102,-0.0008,-0.003,0.00008,-0.0043
20080516,0.001,-0.004,0.0003,0.00008,0.0092
20080519,-0.0002,-0.0028,0.0025,0.00008,0.0021
20080520,-0.008,0.0062,-0.0017,0.00008,0.0123
20080521,-0.0156,0.0046,0.0018,0.00008,0.0103
20080522,0.0038,0.0029,-0.0004,0.00008,-0.0062
20080523,-0.0124,0.0015,-0.0037,0.00008,0.0083
20080527,0.0072,0.0058,-0.0022,0.00008,-0.0021
20080528,0.0049,-0.0006,-0.0007,0.00008,0.0073
20080529,0.0061,0.003,-0.0025,0.00008,-0.0109
20080530,0.0029,0.0026,0,0.00008,0.0044
20080602,-0.0098,0.0016,0.0024,0.00008,0.0071
20080603,-0.0046,0.0028,0.0002,0.00008,-0.0021
20080604,0.0002,0.0069,-0.0074,0.00008,-0.0006
20080605,0.0195,0.0031,-0.0009,0.00008,0.0045
20080606,-0.029,0.0016,-0.0003,0.00008,0.018
20080609,-0.0003,-0.0053,-0.0022,0.00008,0.0204
20080610,-0.0031,0.0001,-0.0021,0.00008,-0.0049
20080611,-0.0166,-0.0014,-0.0015,0.00008,0.0197
20080612,0.0031,0,-0.0006,0.00008,-0.0067
20080613,0.0155,0.0027,-0.0035,0.00008,-0.0031
20080616,0.0015,0.0088,-0.0019,0.00008,-0.0015
20080617,-0.0055,0.0015,-0.0025,0.00008,0.0165
20080618,-0.0096,0.002,0.0026,0.00008,0.0124
20080619,0.0034,0.0049,-0.0058,0.00008,-0.0051
20080620,-0.0179,0.0034,0.0007,0.00008,0.0147
20080623,-0.0016,-0.0061,-0.0031,0.00008,0.0317
20080624,-0.0054,-0.0117,0.0028,0.00008,-0.0127
20080625,0.0064,0.0035,-0.0044,0.00008,-0.0083
20080626,-0.0283,0.0056,0.0013,0.00008,0.0191
20080627,-0.0037,0.0023,-0.0042,0.00008,0.0094
20080630,-0.0007,-0.0121,0.0032,0.00008,0.0191
20080701,0.0029,-0.0045,0.0027,0.00007,0.005
20080702,-0.02,-0.0086,0.0012,0.00007,0.0006
20080703,-0.0015,-0.0068,-0.0017,0.00007,0.0024
20080707,-0.0081,0.0012,-0.011,0.00007,0.0103
20080708,0.0184,0.0101,0.0236,0.00007,-0.0298
20080709,-0.0206,-0.0008,-0.0132,0.00007,0.0242
20080710,0.0065,-0.0002,-0.0123,0.00007,0.0318
20080711,-0.0088,0.0148,-0.0111,0.00007,0.0168
20080714,-0.0093,-0.0013,-0.0243,0.00007,0.0263
20080715,-0.0096,0.0115,-0.0115,0.00007,0.0016
20080716,0.0252,0.0003,0.0475,0.00007,-0.0583
20080717,0.0113,-0.0008,0.0411,0.00007,-0.0573
20080718,-0.0008,-0.0078,0.0109,0.00007,-0.0058
20080721,0.0016,0.003,-0.0057,0.00007,0.0076
20080722,0.0137,0.0095,0.0316,0.00007,-0.0433
20080723,0.0032,0.0005,0.016,0.00007,-0.0383
20080724,-0.0231,0.0051,-0.0287,0.00007,0.0382
20080725,0.0047,0.009,-0.0099,0.00007,0.0131
20080728,-0.0176,0.0002,-0.0138,0.00007,0.0251
20080729,0.0227,-0.0029,0.0317,0.00007,-0.0394
20080730,0.0158,-0.0135,-0.0015,0.00007,0.013
20080731,-0.0116,0.0061,0.0038,0.00007,-0.0093
20080801,-0.0047,0.0066,0.0085,0.00006,-0.0103
20080804,-0.0109,-0.0022,0.005,0.00006,-0.0139
20080805,0.0265,-0.0057,0.0166,0.00006,-0.0328
20080806,0.005,0.0053,-0.0114,0.00006,0.0083
20080807,-0.0173,0.0062,-0.0173,0.00006,0.0205
20080808,0.0228,0.0059,0.0137,0.00006,-0.0293
20080811,0.0083,0.0137,0.012,0.00006,-0.0187
20080812,-0.0105,0.0098,-0.0193,0.00006,0.0207
20080813,-0.0015,0.0075,-0.0203,0.00006,0.0303
20080814,0.0063,0.001,0.013,0.00006,-0.0198
20080815,0.0038,-0.0036,0.0107,0.00006,-0.0183
20080818,-0.0145,0.0028,-0.0089,0.00006,0.0174
20080819,-0.01,-0.0056,-0.0124,0.00006,0.028
20080820,0.0054,-0.0065,-0.0007,0.00006,0.0079
20080821,0.0012,-0.009,-0.0046,0.00006,0.0068
